1515955624.0574908,1,34.3380012512207
1515955849.4531167,2,43.805999755859375
1515956077.8824666,3,47.47200012207031
1515956306.5711775,4,49.599998474121094
1515956540.4835286,5,51.61600112915039
1515956769.445352,6,52.93199920654297
1515956999.9828713,7,54.784000396728516
1515957229.9981253,8,56.284000396728516
1515957460.1449964,9,57.5880012512207
1515957695.476091,10,58.50400161743164
1515957935.5941875,11,59.465999603271484
1515958174.175034,12,60.428001403808594
1515958419.4260821,13,61.3380012512207
1515958661.2456107,14,61.986000061035156
1515958901.7167428,15,62.762001037597656
1515959143.0609252,16,63.9119987487793
1515959381.602726,17,64.20800018310547
1515959620.8740227,18,64.66799926757812
1515959865.135581,19,65.50399780273438
1515960107.0044837,20,65.80999755859375
1515960346.4984927,21,66.53600311279297
1515960585.9512637,22,67.23200225830078
1515960827.2844257,23,67.61000061035156
1515961068.7733734,24,67.8499984741211
1515961309.1806834,25,68.76599884033203
1515961549.0075877,26,69.24600219726562
1515961791.6980083,27,69.50199890136719
1515962032.2334158,28,70.14199829101562
1515962272.3630161,29,70.0719985961914
1515962515.4553099,30,70.7760009765625
1515962751.231126,31,71.08999633789062
1515962990.0004003,32,71.4219970703125
1515963228.7281585,33,71.61599731445312
1515963464.407639,34,72.36799621582031
1515963703.0442266,35,72.38400268554688
1515963942.9347482,36,72.6259994506836
1515964186.4618635,37,73.26399993896484
1515964420.2069674,38,73.47200012207031
1515964645.4693735,39,73.80599975585938
1515964877.365738,40,73.96800231933594
1515965106.121793,41,74.04199981689453
1515965339.5842829,42,74.74199676513672
1515965568.0248005,43,74.91799926757812
1515965799.7907171,44,75.08999633789062
1515966029.8375647,45,75.5479965209961
1515966256.9924188,46,75.76599884033203
1515966484.8917844,47,75.73200225830078
1515966715.9721003,48,75.99600219726562
1515966954.0311117,49,76.79000091552734
1515967195.3659043,50,76.5739974975586
